164,61,252,1.25406,1.25406
197,66,305,1.22617,1.22617
186,131,73,1.24314,1.24314
144,68,49,1.18691,1.18691
145,123,142,1.23384,1.23384
140,82,25,1.07119,1.07119
118,113,345,1.07652,1.07652
157,138,109,1.25405,1.25405
226,87,347,1.0942,1.0942
215,121,36,1.10934,1.10934
177,97,18,0.899057,0.899057
